title,cast,crew,genres,keywords,overview,release_date,runtime,tagline,vote_average,finalcol
Spirit: Stallion of the Cimarron,MattDamon JamesCromwell DanielStudi ChopperBernet,KellyAsbury LornaCook,Western Animation Adventure Comedy Family,humanbeing freedom mustang rivalry wildlife animation cavalry indianwar eyebrow wildhorse,,2002-05-24,83.0,,7.4,mattdamon jamescromwell danielstudi chopperbernet kellyasbury lornacook  western animation adventure comedy family  humanbeing freedom mustang rivalry wildlife animation cavalry indianwar eyebrow wildhorse
Zookeeper,KevinJames RosarioDawson SylvesterStallone NickNolte,FrankCoraci,Comedy Romance Family,talkinganimal scientist germanaccent ostrich monkey bullfrog cardealership duringcreditsstinger,,2011-07-06,102.0,,5.3,kevinjames rosariodawson sylvesterstallone nicknolte frankcoraci  comedy romance family  talkinganimal scientist germanaccent ostrich monkey bullfrog cardealership duringcreditsstinger
Lost in Space,GaryOldman WilliamHurt MattLeBlanc MimiRogers,StephenHopkins,Adventure Family ScienceFiction,timetravel sabotage deepspaceexplorer,,1998-04-03,130.0,,5.0,garyoldman williamhurt mattleblanc mimirogers stephenhopkins  adventure family sciencefiction  timetravel sabotage deepspaceexplorer
The Manchurian Candidate,DenzelWashington MerylStreep LievSchreiber JonVoight,JonathanDemme,Drama Thriller Mystery,senator gulfwar canoe kuwait conspiracy warhero u.s.congress implant,,2004-07-30,129.0,,6.2,denzelwashington merylstreep lievschreiber jonvoight jonathandemme  drama thriller mystery  senator gulfwar canoe kuwait conspiracy warhero u.s.congress implant
Déjà Vu,StephenDillane VictoriaFoyt VanessaRedgrave MichaelBrandon,HenryJaglom,Romance Drama,love american pin stranger ruby,,1998-04-22,117.0,,8.0,stephendillane victoriafoyt vanessaredgrave michaelbrandon henryjaglom  romance drama  love american pin stranger ruby
Hotel Transylvania 2,AdamSandler AndySamberg SelenaGomez KevinJames,GenndyTartakovsky,Animation Comedy Family,transylvania hotel witch technology magic mummy dracula skeleton onlychild backpacker marriage frankenstein wolfman zombie movingout invisibleman newlife,,2015-09-21,89.0,,6.7,adamsandler andysamberg selenagomez kevinjames genndytartakovsky  animation comedy family  transylvania hotel witch technology magic mummy dracula skeleton onlychild backpacker marriage frankenstein wolfman zombie movingout invisibleman newlife
Fantasia 2000,SteveMartin ItzhakPerlman QuincyJones BetteMidler,JamesAlgar DonHahn GaëtanBrizzi PaulBrizzi EricGoldberg HendelButoy FrancisGlebas PixoteHunt,Animation Family Music,orchestra musicalsegments,,1999-12-17,74.0,,7.0,stevemartin itzhakperlman quincyjones bettemidler jamesalgar donhahn gaëtanbrizzi paulbrizzi ericgoldberg hendelbutoy francisglebas pixotehunt  animation family music  orchestra musicalsegments
The Time Machine,GuyPearce MarkAddy PhyllidaLaw SiennaGuillory,SimonWells,ScienceFiction Adventure Action,future timemachine,,2002-03-04,96.0,,5.8,guypearce markaddy phyllidalaw siennaguillory simonwells  sciencefiction adventure action  future timemachine
Mighty Joe Young,CharlizeTheron RadeSerbedzija BillPaxton ReginaKing,RonUnderwood,Action Adventure Family Fantasy,gorilla dyinganddeath,,1998-12-25,114.0,,5.9,charlizetheron radeserbedzija billpaxton reginaking ronunderwood  action adventure family fantasy  gorilla dyinganddeath
Swordfish,JohnTravolta HughJackman HalleBerry DonCheadle,DominicSena,Action Crime Thriller,femalenudity hacker terrorism violence ex-con wire losangelesinternationalairport(lax) misdirection aftercreditsstinger,,2001-06-07,99.0,,6.1,johntravolta hughjackman halleberry doncheadle dominicsena  action crime thriller  femalenudity hacker terrorism violence ex-con wire losangelesinternationalairport(lax) misdirection aftercreditsstinger
The Legend of Zorro,AntonioBanderas CatherineZeta-Jones AdriánAlonsoBarona JulioOscarMechoso,MartinCampbell,Action Adventure,california spy fathersonrelationship mexico hero marriagecrisis swordfight divorce americancivilwar,,2005-10-24,129.0,,5.9,antoniobanderas catherinezeta-jones adriánalonsobarona juliooscarmechoso martincampbell  action adventure  california spy fathersonrelationship mexico hero marriagecrisis swordfight divorce americancivilwar
What Dreams May Come,RobinWilliams CubaGoodingJr. AnnabellaSciorra MaxvonSydow,VincentWard,Drama Fantasy Romance,paradise soul underworld heaven painting hell afterlife spiritism,,1998-10-02,113.0,,6.8,robinwilliams cubagoodingjr. annabellasciorra maxvonsydow vincentward  drama fantasy romance  paradise soul underworld heaven painting hell afterlife spiritism
Little Nicky,AdamSandler PatriciaArquette HarveyKeitel RhysIfans,StevenBrill,Comedy Fantasy Romance,fathersonrelationship brothersisterrelationship mephisto bulldogg,,2000-11-10,90.0,,5.2,adamsandler patriciaarquette harveykeitel rhysifans stevenbrill  comedy fantasy romance  fathersonrelationship brothersisterrelationship mephisto bulldogg
The Brothers Grimm,HeathLedger MattDamon MackenzieCrook RogerAshton-Griffiths,TerryGilliam,Adventure Fantasy Action Comedy Thriller,brotherbrotherrelationship literature aftercreditsstinger,,2005-08-26,118.0,,5.6,heathledger mattdamon mackenziecrook rogerashton-griffiths terrygilliam  adventure fantasy action comedy thriller  brotherbrotherrelationship literature aftercreditsstinger
Mars Attacks!,JackNicholson GlennClose AnnetteBening PierceBrosnan,TimBurton,Comedy Fantasy ScienceFiction,savingtheworld totaldestruction whitehouse mars usapresident cataclysm lasergun ambassador congress pest flyingsaucer,,1996-12-12,106.0,,6.1,jacknicholson glennclose annettebening piercebrosnan timburton  comedy fantasy sciencefiction  savingtheworld totaldestruction whitehouse mars usapresident cataclysm lasergun ambassador congress pest flyingsaucer
Evolution,MaxBrebant RoxaneDuran Julie-MarieParmentier MathieuGoldfeld,LucileHadzihalilovic,Mystery Drama Horror,nurse sea beach boy pregnant blood womandirector,,2015-09-14,81.0,,6.4,maxbrebant roxaneduran julie-marieparmentier mathieugoldfeld lucilehadzihalilovic  mystery drama horror  nurse sea beach boy pregnant blood womandirector
The Edge,AlecBaldwin AnthonyHopkins ElleMacpherson HaroldPerrineau,LeeTamahori,Action Adventure Drama,photographer grizzlybear wilderness airplane supermodel emergencylanding suspense survival bear animalhorror,,1997-09-06,117.0,,6.7,alecbaldwin anthonyhopkins ellemacpherson haroldperrineau leetamahori  action adventure drama  photographer grizzlybear wilderness airplane supermodel emergencylanding suspense survival bear animalhorror
Surrogates,BruceWillis RadhaMitchell RosamundPike JamesCromwell,JonathanMostow,Action ScienceFiction Thriller,clone dystopia,,2009-09-24,89.0,,5.9,brucewillis radhamitchell rosamundpike jamescromwell jonathanmostow  action sciencefiction thriller  clone dystopia
Thirteen Days,KevinCostner BruceGreenwood StevenCulp DylanBaker,RogerDonaldson,Drama Thriller,usapresident atomicbomb johnf.kennedy kubakrise threat,,2000-12-24,145.0,,6.9,kevincostner brucegreenwood stevenculp dylanbaker rogerdonaldson  drama thriller  usapresident atomicbomb johnf.kennedy kubakrise threat
Daylight,SylvesterStallone AmyBrenneman ViggoMortensen DanHedaya,RobCohen,Action Adventure Thriller,taxi newjersey helicopter river hero taxidriver raceagainsttime guard survival disaster newyorkcity explosion poweroutage dog trapped flood tunnel christmas trappedunderground actionhero,,1996-12-06,115.0,,5.8,sylvesterstallone amybrenneman viggomortensen danhedaya robcohen  action adventure thriller  taxi newjersey helicopter river hero taxidriver raceagainsttime guard survival disaster newyorkcity explosion poweroutage dog trapped flood tunnel christmas trappedunderground actionhero
Walking With Dinosaurs,CharlieRowe JustinLong KarlUrban AngourieRice,BarryCook NeilNightingale,Animation Family Adventure,dinosaur 3d,,2013-12-18,87.0,,5.2,charlierowe justinlong karlurban angourierice barrycook neilnightingale  animation family adventure  dinosaur 3d
Battlefield Earth,JohnTravolta BarryPepper ForestWhitaker KimCoates,RogerChristian,Action ScienceFiction War,basedonnovel post-apocalyptic dystopia mining fighterjet alieninvasion scientology cavemen bureaucrat cityruin,,2000-05-10,118.0,,3.0,johntravolta barrypepper forestwhitaker kimcoates rogerchristian  action sciencefiction war  basedonnovel post-apocalyptic dystopia mining fighterjet alieninvasion scientology cavemen bureaucrat cityruin
Looney Tunes: Back in Action,BrendanFraser JennaElfman SteveMartin TimothyDalton,JoeDante,Animation Comedy Family,spy duck bunny wretch filmindustry liveactionandanimation,,2003-11-14,90.0,,5.6,brendanfraser jennaelfman stevemartin timothydalton joedante  animation comedy family  spy duck bunny wretch filmindustry liveactionandanimation
Nine,JudiDench DanielDay-Lewis MarionCotillard PenélopeCruz,RobMarshall,Drama Music Romance,memory sidewalkcafe roomkey drivingacar coastline stairway searchformeaning sequins singingphotograph slidingdownapole costumedesigner duringcreditsstinger 1960s,,2009-12-03,112.0,,5.1,judidench danielday-lewis marioncotillard penélopecruz robmarshall  drama music romance  memory sidewalkcafe roomkey drivingacar coastline stairway searchformeaning sequins singingphotograph slidingdownapole costumedesigner duringcreditsstinger 1960s
Timeline,PaulWalker FrancesO'Connor GerardButler BillyConnolly,RichardDonner,Action Adventure ScienceFiction,professor timetravel quantummechanics hundredyears'war excavation laroque knight medievaltimes,,2003-11-26,116.0,,5.4,paulwalker franceso'connor gerardbutler billyconnolly richarddonner  action adventure sciencefiction  professor timetravel quantummechanics hundredyears'war excavation laroque knight medievaltimes
The Postman,KevinCostner WillPatton OliviaWilliams LarenzTate,KevinCostner,Drama Adventure,usa post postman army apocalypse,,1997-12-25,177.0,,6.1,kevincostner willpatton oliviawilliams larenztate kevincostner  drama adventure  usa post postman army apocalypse
Babe: Pig in the City,JamesCromwell MaryStein MickeyRooney MagdaSzubanski,GeorgeMiller,Adventure Comedy Drama Family Fantasy,piggybank shortageofmoney pig farm piglet talkinganimal talkingdog dog chimpanzee talkingpig,,1998-11-25,92.0,,5.2,jamescromwell marystein mickeyrooney magdaszubanski georgemiller  adventure comedy drama family fantasy  piggybank shortageofmoney pig farm piglet talkinganimal talkingdog dog chimpanzee talkingpig
The Last Witch Hunter,VinDiesel RoseLeslie ElijahWood ÓlafurDarriÓlafsson,BreckEisner,Fantasy Action Adventure,newyork witch uprising witchhunter,,2015-10-21,106.0,,5.7,vindiesel roseleslie elijahwood ólafurdarriólafsson breckeisner  fantasy action adventure  newyork witch uprising witchhunter
Red Planet,ValKilmer Carrie-AnneMoss BenjaminBratt TomSizemore,AntonyHoffman,Thriller Action ScienceFiction,mars future astronaut science catastrophe,,2000-11-10,106.0,,5.4,valkilmer carrie-annemoss benjaminbratt tomsizemore antonyhoffman  thriller action sciencefiction  mars future astronaut science catastrophe
Arthur and the Invisibles,FreddieHighmore MiaFarrow RonCrawford PennyBalfour,LucBesson,Adventure Fantasy Animation Family,grandfathergrandsonrelationship wretch treasurehunt disappearance family fantasyworld,,2006-12-13,94.0,,6.0,freddiehighmore miafarrow roncrawford pennybalfour lucbesson  adventure fantasy animation family  grandfathergrandsonrelationship wretch treasurehunt disappearance family fantasyworld
Oceans,PierceBrosnan JacquesPerrin RieMiyazawa AldoBaglio,JacquesPerrin JacquesCluzaud,Documentary Family,ocean sea fish whale duringcreditsstinger,,2009-10-17,84.0,,7.3,piercebrosnan jacquesperrin riemiyazawa aldobaglio jacquesperrin jacquescluzaud  documentary family  ocean sea fish whale duringcreditsstinger
A Sound of Thunder,HeikeMakatsch ArminRohde DavidOyelowo WilfriedHochholdinger,PeterHyams,Thriller ScienceFiction Adventure Action,dyinganddeath timetravel romance dinosaur,,2005-05-15,110.0,,4.8,heikemakatsch arminrohde davidoyelowo wilfriedhochholdinger peterhyams  thriller sciencefiction adventure action  dyinganddeath timetravel romance dinosaur
Pompeii,KitHarington Carrie-AnneMoss EmilyBrowning AdewaleAkinnuoye-Agbaje,PaulW.S.Anderson,Action Adventure History Romance Drama,gladiator arena gladiatorfight lava roman forbiddenlove naturaldisaster epic disaster slave towninpanic vulcan volcaniceruption pompeii 3d,,2014-02-18,105.0,,5.2,kitharington carrie-annemoss emilybrowning adewaleakinnuoye-agbaje paulw.s.anderson  action adventure history romance drama  gladiator arena gladiatorfight lava roman forbiddenlove naturaldisaster epic disaster slave towninpanic vulcan volcaniceruption pompeii 3d
Top Cat Begins,JasonHarris DavidHoffman BillLobley DarinDePaul,AndrésCouturier,Comedy Animation,3d,,2015-10-30,89.0,,5.3,jasonharris davidhoffman billlobley darindepaul andréscouturier  comedy animation  3d
A Beautiful Mind,RussellCrowe EdHarris JenniferConnelly ChristopherPlummer,RonHoward,Drama Romance,individual schizophrenia massachusetts loveofone'slife intelligence mathematician marketeconomy economictheory princetonuniversity nobelprize mathematicaltheorem m.i.t. mathematics delusion,,2001-12-11,135.0,,7.7,russellcrowe edharris jenniferconnelly christopherplummer ronhoward  drama romance  individual schizophrenia massachusetts loveofone'slife intelligence mathematician marketeconomy economictheory princetonuniversity nobelprize mathematicaltheorem m.i.t. mathematics delusion
The Lion King,JonathanTaylorThomas MatthewBroderick JamesEarlJones JeremyIrons,RogerAllers RobMinkoff,Family Animation Drama,lossofparents wildboar uncle shaman redemption king scar hyena meerkat,,1994-06-23,89.0,,8.0,jonathantaylorthomas matthewbroderick jamesearljones jeremyirons rogerallers robminkoff  family animation drama  lossofparents wildboar uncle shaman redemption king scar hyena meerkat
Journey 2: The Mysterious Island,DwayneJohnson JoshHutcherson KristinDavis VanessaHudgens,BradPeyton,Adventure Action ScienceFiction,mission mysteriousisland missingperson duringcreditsstinger 3d,,2012-01-19,94.0,,5.8,dwaynejohnson joshhutcherson kristindavis vanessahudgens bradpeyton  adventure action sciencefiction  mission mysteriousisland missingperson duringcreditsstinger 3d
Cloudy with a Chance of Meatballs 2,BillHader AnnaFaris JamesCaan WillForte,CodyCameron KrisPearn,Animation Family Comedy,inventor food scientist,,2013-09-26,95.0,,6.4,billhader annafaris jamescaan willforte codycameron krispearn  animation family comedy  inventor food scientist
Red Dragon,AnthonyHopkins EdwardNorton RalphFiennes HarveyKeitel,BrettRatner,Crime Thriller Horror,psychopath serialkiller fbiagent,,2002-09-29,124.0,,6.7,anthonyhopkins edwardnorton ralphfiennes harveykeitel brettratner  crime thriller horror  psychopath serialkiller fbiagent
